Year,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
FirstTuesday,1/2/96,1/7/97,1/6/98,1/5/99,1/4/00,1/2/01,1/2/02,1/7/03,1/6/04,1/4/05,1/3/06,1/3/07,1/2/08,1/6/09,1/5/10,1/4/11,1/3/12,1/2/13,1/7/14,1/6/15,1/5/16,1/3/17,1/2/18,1/2/19,1/7/20,1/5/21,1/4/22,1/3/23,1/2/24,1/7/25
